text,labels
健身房的教練課好貴，不知道該不該買,決斷;健康;財富;學習
我的房東人超好，還會送水果給我，希望能一直住下去,貴人;家庭;安心;保平安
最近迷上玩《曠野之息》，林克好帥，遊戲性也超強,休閒;放鬆;熱情
好想買一台Gogoro，但又怕電池月租費太貴,決斷;財富;休閒
新來的同事是個E人，好活潑，辦公室氣氛都變好了,人際;事業;正能量

希望能有勇氣面對新的挑戰，並且專注在目標上,勇氣;專注;事業;自信
如何增進我的人際關係與桃花運？,人際;人緣;桃花
在感情中常常沒有安全感,愛情;保護;安心;穩定情緒
很容易受到別人負面情緒的影響,保護;抗負能量;穩定情緒
我在工作上遇到了瓶頸，想突破,事業;勇氣;開運
面試快到了，希望能有好表現,事業;自信;保平安
想換工作，但沒有方向,事業;勇氣;智慧
我需要勇氣去做一個重大的決定,勇氣;決斷;智慧
希望能克服內心的恐懼與不安全感,勇氣;保護;安心
準備一場重要的考試，希望能專心讀書，也需要一點運氣來保護自己,專注;保護;勇氣;開運
想創業但缺乏資金和勇氣，也怕被騙,事業;招財;勇氣;保護;決斷
我想改善優柔寡斷的個性，在關鍵時刻能勇敢做出決定,決斷;勇氣;自信
最近有新奇的想法，想利用機器學習來幫助家裡的小店家賺更多錢,靈感;智慧;事業;招財;財富
希望這個專案可以順利完成,保平安;事業;開運
另一半好像有事瞞著我，讓我很不安,情感守護;安心;洞察力;直覺
想讓自己更有魅力,魅力;自信;人緣
怎麼提升自己的第六感？,直覺;洞察力;智慧
對未來感到恐懼,勇氣;安心;保護;抗焦慮
希望能順利畢業，找到好工作,事業;開運;保平安
覺得自己很孤單,療癒;人緣;愛情
創業路上希望能遇到貴人相助，少走冤枉路,貴人;事業;保護;開運
想換一個需要更多創意和靈感的工作，但也需要勇氣踏出這一步,事業;靈感;智慧;勇氣
想靠投資理財賺點偏財，但又怕虧錢,偏財;招財;決斷;保護
孩子快考試了，希望他能專心念書、保佑他考試順利,專注;保平安;開運;智慧
想提升自己的第六感和洞察力，看人能更準一點,直覺;洞察力;智慧
剛開始一段新戀情，希望能好好維繫，同時也想讓自己更有魅力，增加自信,情感守護;愛情;魅力;自信
覺得自己總是吸引到不對的人，想斬斷爛桃花,桃花;保護;情感守護
在一段關係中失去自我，希望能找回自信與決斷力,自信;決斷;勇氣;情感守護
希望能提升自己的洞察力，不要輕易被人欺騙,洞察力;直覺;保護;智慧
覺得自己的創意卡關了，需要新的靈感,靈感;智慧;事業
伴侶最近工作不順，情緒很低落，想守護我們的感情,情感守護;愛情;穩定情緒
希望能更有決斷力，不要再猶豫不決，錯失良機,決斷;勇氣;事業
希望能和曖昧對象的關係，有進一步的發展,愛情;桃花;情感守護
需要做出一個影響未來的重大選擇，希望能有智慧和直覺指引,智慧;直覺;決斷;勇氣
對於未來感到不安，希望能有安心感，踏實地走每一步,安心;穩定情緒;勇氣;保平安
希望能順利完成這個困難的專案，需要專注力和一點好運,專注;開運;事業;保平安
覺得自己缺乏靈感，創意乾涸，需要新的刺激,靈感;智慧;事業
最近系上太卷了，希望能有好成績，卷贏其他人,事業;開運;自信;專注
我想當學霸，考試都歐趴，順利畢業,事業;開運;智慧;保平安
我的夢想是入手一台保時捷911,財富;招財;事業;開運
希望能早日財富自由，開上藍寶堅尼,財富;招財;事業;開運
不想努力了，希望能中樂透買豪宅,偏財;開運;財富
這次的報告絕對不能再拖了，需要專注力和決斷力,專注;決斷;事業;智慧
想轉職到更有前景的產業，需要勇氣和好運,事業;勇氣;開運;決斷
我的目標是FIRE（財務獨立，提早退休）,財富;事業;招財;智慧
希望能順利上岸（考上研究所或公務員）,事業;開運;保平安;專注
跟網友約見面，希望能給對方好印象，順利發展,愛情;桃花;魅力;自信
專案死線快到了，需要爆肝趕工，保佑一切順利,事業;專注;保平安;健康
想成為斜槓青年，發展多元事業,事業;智慧;招財;開運
只想當個社畜，安穩度日就好,事業;穩定情緒;安心
畢業即失業，對未來感到很徬徨,事業;勇氣;自信;抗焦慮
最近被發好人卡，覺得很難過,愛情;療癒;自信
希望能有好人緣，不要被當成邊緣人,人緣;人際;社交
想買一棟大房子，讓家人過好日子,財富;招財;家庭
想成為一個有故事的人，增加個人魅力,魅力;智慧;社交
希望能擺脫容貌焦慮，更有自信,自信;魅力;療癒;抗焦慮
想學會投資，讓錢滾錢,招財;財富;智慧
我的拖延症很嚴重，影響到工作進度,專注;決斷;事業
想幫寵物祈福，希望牠身體健康,健康;保平安;療癒
希望能提升行動力，不再只是空想家,勇氣;決斷;事業
想幫家裡求個平安，大家身體健康,保平安;健康;家庭
希望能擊敗競爭對手，拿下這個案子,事業;自信;開運;勇氣
希望在新的環境能快速融入，交到新朋友,人際;社交;人緣;勇氣
希望能提升第六感，趨吉避凶,直覺;保護;洞察力
想更有主見，不要被人牽著鼻子走,自信;決斷;勇氣;智慧
希望我的副業能越做越好，甚至超過主業,事業;招財;財富;開運
覺得自己的人生卡關了，需要突破,勇氣;開運;事業;智慧
希望能提升自己的專業能力，在職場上更有競爭力,事業;智慧;自信
想讓暗戀對象注意到我,愛情;桃花;魅力;自信
想減肥成功，需要毅力與健康的方法,健康;決斷;自信;勇氣
希望能緩解我的社恐，自在地與人交流,社交;自信;勇氣;抗焦慮
希望在比賽中能有好表現，發揮實力,開運;自信;勇氣;專注
想讓自己更有執行力，告別三分鐘熱度,決斷;勇氣;專注;事業
希望能擺脫有毒的關係，勇敢離開,勇氣;決斷;保護;療癒;情感守護
希望在旅行中能平安，並有美好的邂逅,保平安;愛情;桃花;開運
希望我的孩子能健康快樂地長大,健康;保平安;家庭;情感守護
希望能順利考取證照，為自己的履歷加分,事業;開運;智慧;專注
希望我的毛小孩能一直陪著我,情感守護;健康;保平安
希望能更有效地管理人脈資源,人際;社交;事業;貴人
希望能順利度過這次的難關,保平安;勇氣;開運;保護
想讓自己的家更有溫馨感,家庭;安心;情感守護
覺得自己的世界太小了，想多出去走走看看,勇氣;開運;社交
覺得自己很玻璃心，希望能更堅強,勇氣;穩定情緒;保護
想讓自己的直覺更敏銳，做出對的選擇,直覺;決斷;智慧
覺得自己缺乏安全感，很需要被保護,保護;安心;穩定情緒
覺得自己很平凡，希望能找到自己的閃光點,自信;魅力;智慧
想讓自己的身材更好，更有線條,健康;魅力;自信
希望我愛的人都能平安快樂,保平安;健康;情感守護;安心
想讓自己的生活更有目標感,事業;決斷;智慧;專注
覺得自己很孤僻，想學習如何社交,社交;人際;勇氣;自信
想讓自己的愛情保鮮，一直熱戀,愛情;情感守護;熱情
想讓自己的眼光更獨到，發現別人看不到的機會,洞察力;直覺;智慧;事業
希望我的努力能被肯定,事業;自信;貴人
想讓自己的生活更自律,決斷;專注;勇氣
希望我的孩子能學業進步,事業;開運;智慧;專注
覺得自己很脆弱，希望能堅強起來,勇氣;保護;穩定情緒
想讓自己的直覺更準，買樂透更容易中,直覺;偏財;開運
希望我的畫能賣出去,事業;招財;開運
希望能改善自己的體態，更有自信,健康;魅力;自信
想讓自己的內心更強大，不被外界動搖,保護;穩定情緒;勇氣;安心
覺得自己很沒安全感,保護;安心;穩定情緒;抗焦慮
希望我關心的人都能平安喜樂,保平安;健康;情感守護;安心
想讓自己的生活更有方向感，不再迷惘,事業;決斷;智慧;專注
覺得自己很自閉，想走出去交朋友,社交;人際;勇氣;自信
想讓自己的生活更有規律,決斷;專注;健康
這份工作根本是屎缺，錢少事多離家遠，想勇敢提離職,事業;勇氣;決斷;財富
我的貓咪最近食慾不振，希望牠能恢復健康,健康;保平安;情感守護
這回合手遊再抽不到SSR卡，我真的會崩潰,開運;偏財;穩定情緒
我真的有選擇困難症，希望能果斷一點,決斷;勇氣;自信
這個月的水逆什麼時候才要結束,開運;保護;保平安
覺得自己很社恐，不敢跟陌生人說話,社交;自信;勇氣;抗焦慮
希望能擺脫原生家庭的影響,療癒;保護;勇氣;家庭
希望能中威力彩，直接退休,偏財;財富;開運
在愛情裡總是患得患失，很沒安全感,愛情;安心;穩定情緒;情感守護
想讓自己的外表更亮眼，提升自信,魅力;自信;健康
覺得自己很邊緣，沒什麼朋友,人緣;人際;社交;療癒
常常被已讀不回，覺得很受傷,愛情;人際;療癒
希望我的愛情能不被遠距離打敗,愛情;情感守護;信心
想讓自己的形象更專業,自信;魅力;事業
覺得自己的直覺不準，常常判斷錯誤,直覺;洞察力;智慧;決斷
覺得自己的生活缺乏目標,事業;智慧;決斷;專注
想讓自己的愛情更有激情,愛情;熱情;魅力
想讓自己的舞姿更優美,魅力;自信;健康
覺得自己被困住了，需要改變和突破,勇氣;開運;事業
希望能改善拖延的壞習慣,決斷;專注;勇氣
希望能順利跑完馬拉松，挑戰自我,健康;勇氣;自信;開運
希望能提升自己的財商,智慧;財富;招財
想戒掉壞習慣，但一直失敗,決斷;勇氣;保護
希望能找到一群志同道合的朋友,人際;社交;人緣
覺得自己的世界很小，想出去闖蕩,勇氣;開運;事業
減肥一直遇到停滯期，希望能突破,健康;勇氣;決斷
希望我的毛小孩能活到二十歲,健康;保平安;情感守護
常常被朋友當工具人，想設立界線,保護;人際;勇氣;決斷
想在比賽中得名，需要實力也需要運氣,事業;開運;自信;專注
想讓自己的生活更有掌控感,決斷;自信;事業;專注
希望我的家人不要再生病,健康;保平安;家庭;情感守護
覺得自己很孤單，渴望陪伴,療癒;人緣;愛情;社交
覺得自己陷入瓶頸，需要突破性的發展,事業;勇氣;開運
想找個搭子一起去健身，互相督促,人際;社交;健康;勇氣
想買XX的股票，但又怕被割韭菜,財富;決斷;保護;洞察力
希望能提升自己的套路與反套路能力,智慧;洞察力;保護;人際
想找個飯搭子，一起到處吃美食,人際;社交;放鬆
想去體驗一下劇本殺，聽說很好玩,放鬆;社交;智慧
想讓自己的履歷更亮眼，得到大廠offer,事業;自信;開運;智慧
希望能提升自己的「鈔能力」,財富;招財;事業;開運
想去打耳洞，但又怕痛怕發炎,勇氣;健康;魅力
希望我的偶像能多開直播，療癒我的心,療癒;放鬆;情感守護
希望我的努力能被看見，不再為愛發電,事業;自信;貴人;財富
覺得自己的善良被濫用，需要帶點鋒芒,保護;勇氣;決斷;人際
希望能順利度過這次的專案危機,保平安;勇氣;開運;保護;事業
覺得自己是草莓族，抗壓性很差,勇氣;穩定情緒;保護;抗焦慮
想讓自己的直覺更準，避開生活中的坑,直覺;洞察力;保護;智慧
希望能改善姿勢，讓體態更好,健康;魅力;自信
想讓自己的內心更強大，不被PUA,保護;穩定情緒;勇氣;安心;自信
覺得自己很沒安全感，常常需要別人肯定,保護;安心;穩定情緒;抗焦慮;自信
希望我愛的人都平安快樂,保平安;健康;情感守護;安心
覺得自己卡在瓶頸期，需要突破,事業;勇氣;開運;智慧
希望我的父母能以我為榮,家庭;情感守護;事業;自信
想讓自己的生活更自律，不再熬夜,決斷;專注;健康;勇氣
覺得自己很衰，想求個心安,保平安;安心;開運
看到別人放閃，覺得自己好孤單,愛情;桃花;療癒;人緣
覺得自己太天真，需要一點城府,智慧;洞察力;保護;人際
想減肥但又愛吃，內心好掙扎,決斷;勇氣;健康;療癒
只想一夜暴富,財富;招財;偏財;開運
覺得自己有拖延症末期，需要被拯救,專注;決斷;勇氣;事業
覺得自己的人生很平凡，想做點大事,事業;勇氣;決斷;開運
希望我的家庭不要成為我的束縛,家庭;勇氣;決斷;保護
想讓自己的心態更強大，不怕被拒絕,勇氣;自信;保護;穩定情緒
希望我的愛情能戰勝現實的考驗,愛情;情感守護;勇氣;信心
覺得自己缺乏安全感，渴望被保護,保護;安心;穩定情緒
希望我的伴侶能健康長壽,健康;保平安;情感守護
希望我關心的人都能遠離災禍,保平安;健康;情感守護;保護
覺得自己一直停在原地，需要突破,事業;勇氣;開運
覺得自己有社交障礙，想走出去,社交;人際;勇氣;自信;抗焦慮
想讓自己的生活更有紀律，不再懶散,決斷;專注;健康;勇氣
曖昧對象忽冷忽熱的，搞得我好亂,愛情;桃花;洞察力;穩定情緒;安心
一個人搬到新的城市，還不太適應,勇氣;人際;社交;安心;保護
剛提交了辭職信，對未來既期待又怕受傷害,事業;勇氣;開運;抗焦慮;安心
下個月要自己一個人出國旅行，需要注意什麼？,勇氣;保平安;開運;社交
最近迷上了健身，希望能練出好身材,健康;魅力;自信;決斷
跟風投資虛擬貨幣，結果慘賠，還有機會回本嗎？,財富;保護;療癒;決斷;開運
另一半的手機訊息都很神秘，讓我很懷疑，該不該問？,洞察力;直覺;情感守護;安心;決斷
跟曖昧對象聊天，他回覆得好慢，是不是對我沒興趣？,愛情;桃花;穩定情緒;抗焦慮;洞察力
老闆交辦的任務超出我的能力範圍，我該接受嗎？,事業;勇氣;智慧;貴人;決斷
家裡附近開了一間新的健身房，有點心動，但怕自己三分鐘熱度,健康;決斷;勇氣
覺得自己的生活圈太小，認識不到新的人，有什麼方法嗎？,社交;人際;人緣;愛情;桃花
家裡長輩的健康狀況讓我有點擔心,健康;保平安;家庭;情感守護;安心
最近有換工作的念頭，但又怕找不到更好的,事業;決斷;勇氣;開運
覺得自己很容易被人影響，沒有主見，該如何改善？,自信;決斷;保護;智慧
部門要重組了，未來充滿不確定性，感到很不安,事業;保護;安心;開運;穩定情緒
孩子要上學了，擔心他無法適應新環境,家庭;情感守護;保護;安心
我希望能成為一個自律的人，不再拖延,決斷;勇氣;專注;健康
我希望我的家人都能身體健康，平平安安,健康;保平安;家庭;情感守護
我希望能守護我的愛情，不受外界誘惑影響,情感守護;愛情;保護;信心
我想要提升自己的人緣，擁有更多真心的朋友,人緣;人際;社交
我想要更有魅力，吸引到我喜歡的人,魅力;自信;愛情;桃花
我希望能更有決斷力，不再猶豫不決,決斷;勇氣;自信
我希望能為家裡帶來好運，闔家平安,開運;保平安;家庭;情感守護
我想要提升自己的洞察力，看清事物的本質,洞察力;直覺;智慧
我希望我的直覺能更準確，指引我方向,直覺;智慧;決斷
該怎麼做才能讓自己更有魅力？,魅力;自信;人緣;桃花
要怎麼做才能更有決心，不再三分鐘熱度？,決斷;勇氣;專注
如何增加自己的偏財運？,偏財;開運;招財
如何訓練自己的洞察力，看人不走眼？,洞察力;直覺;智慧;保護
要怎麼提升自己的直覺，做出對的選擇？,直覺;智慧;決斷
最近迷上露營，希望能買到好看又實用的裝備，也求每次出團都平安好天氣,休閒;開運;保平安;財富
一個人北漂工作，生病了也沒人照顧，突然覺得好孤單,療癒;健康;人際;安心;保護
想趁年輕的時候刺青，但又怕痛、怕後悔、怕家人罵,勇氣;決斷;魅力;家庭
發現自己胖了五公斤，夏天快到了，該來減肥了,健康;決斷;勇氣;魅力
想換一個更有挑戰性的工作，但現在的薪水跟福利又不錯，好猶豫,事業;決斷;勇氣;財富
看到Dcard一堆年薪百萬的分享，覺得自己好廢,事業;財富;自信;抗焦慮;療癒
最近迷上玩寶可夢朱紫，希望能抓到色違,休閒;開運;偏財
想規劃一趟一個人的旅行，但不知道要去哪裡,勇氣;決斷;智慧;開運;保平安
爸媽身體最近不太好，有點擔心他們的健康,家庭;健康;保平安;安心
跟曖昧對象出去，他都讓我付錢，是不是該下船了？,愛情;桃花;決斷;洞察力;保護
最近對人生感到很迷惘，不知道自己的目標是什麼,智慧;事業;決斷;療癒
工作上犯了一個大錯，很怕被老闆罵，超不安,事業;安心;保平安;保護;抗焦慮
想買一台二手車代步，但又怕買到有問題的車,決斷;保護;洞察力;開運;保平安
希望我的Side Project能順利上線，為自己增加收入,事業;開運;招財;財富;專注
最近很想找人算命，指點一下迷津,直覺;智慧;開運;決斷
希望能改善自己的駝背問題，讓體態更好看,健康;魅力;自信
想辦一張厲害的信用卡，但又被一堆回饋規則搞得很亂,智慧;決斷;財富;招財
想跟朋友一起去海邊玩水，放鬆一下,休閒;放鬆;人際
跟另一半的未來沒有共識，不知道該不該繼續走下去,愛情;決斷;智慧;情感守護
想讓自己的心態更強大，不在乎別人的眼光,自信;勇氣;保護;穩定情緒
希望能更有效地管理人脈，為自己的事業鋪路,人際;社交;事業;貴人
希望能順利度過這次的財務危機,保平安;勇氣;開運;保護;財富
想讓自己的家更有溫馨的感覺,家庭;安心;情感守護;放鬆
覺得自己很容易受傷，希望能更堅強一點,勇氣;穩定情緒;保護;療癒
想讓自己的直覺更敏銳，做出對的選擇,直覺;決斷;智慧
希望能改善圓肩駝背，讓體態更好看,健康;魅力;自信
想讓自己的內心更強大，不被他人的言語所傷害,保護;穩定情緒;勇氣;安心;自信
覺得自己很需要安全感，對人很難建立信任,保護;安心;穩定情緒;抗焦慮;療癒
希望我關心的人都能遠離病痛，平安喜樂,保平安;健康;情感守護;安心
覺得自己有社交障礙，一到人多的地方就想躲起來,社交;人際;勇氣;自信;抗焦慮
為什麼我總是在感情中疑神疑鬼，沒有安全感？,愛情;情感守護;安心;穩定情緒;療癒;自信
要怎麼做才能更有決心，把訂下的目標執行到底？,決斷;勇氣;專注;信心
如何增加中大獎的機率？,偏財;開運;招財
如何訓練自己的洞察力，在職場上做出正確的判斷？,洞察力;直覺;智慧;保護;事業
為什麼我總是在感情中疑神疑鬼，無法完全信任對方？,愛情;情感守護;安心;穩定情緒;療癒;自信
要怎麼做才能更有決心，把立下的flag都實現？,決斷;勇氣;專注;信心;事業
如何訓練自己的洞察力，在職場上做出最有利的判斷？,洞察力;直覺;智慧;保護;事業;決斷
要怎麼提升自己的直覺，在人生的十字路口做出不後悔的選擇？,直覺;智慧;決斷;勇氣
我最近工作壓力好大,抗焦慮;放鬆;療癒
晚上很難入睡,睡眠;放鬆;安心
希望能增加一些財運,財富;招財;開運
想找個好對象,愛情;桃花;魅力
最近感覺諸事不順,保護;開運;抗負能量
最近工作壓力大、業績也不好，晚上都睡不著,放鬆;事業;睡眠;抗焦慮
生活壓力很大，感覺喘不過氣,抗焦慮;放鬆;穩定情緒
最近情緒起伏不定，很容易焦慮,穩定情緒;抗焦慮;放鬆
想找回內心的平靜和放鬆,放鬆;安心;療癒
事情太多，腦子很亂，需要靜心,專注;沉著;放鬆
身心俱疲，需要好好休息充電,健康;熱情;療癒
我睡眠品質很差，多夢而且很淺,睡眠;健康;放鬆
半夜總是會醒來，然後就睡不著了,睡眠;抗焦慮;放鬆
希望能一覺到天亮，深層休息,睡眠;放鬆;安心
長期失眠，精神很差,睡眠;健康;療癒
因為焦慮而影響了睡眠,睡眠;抗焦慮;放鬆
希望提升業績，增加收入,事業;招財;財富
最近手頭有點緊，想改善財務狀況,招財;偏財;財富
我的投資一直沒什麼起色,招財;事業;財富
希望能吸引到好的正緣,愛情;桃花;魅力
想結束單身，尋找靈魂伴侶,愛情;桃花;魅力
最近身邊好像小人很多,保護;抗負能量;平衡氣場
覺得運氣不太好，想辟邪轉運,開運;抗負能量;保護
對於職涯規劃感到很迷惘,事業;智慧;決斷
如何提升我的領導能力和同事的關係？,事業;人際;自信
面對新環境或新挑戰時，我會感到害怕,勇氣;自信;抗焦慮
想更有自信地表達自己的想法,自信;勇氣;抗焦慮
缺乏行動力，總是想很多但不敢做,勇氣;決斷;自信
工作或讀書時，思緒很難集中,專注;放鬆;穩定情緒
我的腦子裡總是有太多雜念,專注;放鬆;抗負能量
記憶力好像變差了,專注;智慧;健康
剛換新工作，壓力大到失眠，很怕自己表現不好被討厭,事業;放鬆;睡眠;保護;抗焦慮
跟另一半因為錢的事情吵架，對我們的未來感到沒信心,愛情;招財;勇氣;情感守護;信心
覺得自己什麼都做不好，想找回自信和動力去面對挑戰,自信;勇氣;熱情;療癒;事業
最近花費很大，希望能守住錢財，同時也想專心在工作上賺錢,招財;財富;專注;事業
面對一群陌生人時會很緊張，希望有勇氣穩定地表達自己,勇氣;自信;社交
晚上思緒萬千，擔心工作也擔心感情，導致睡不好,睡眠;事業;愛情;放鬆;抗焦慮
業績一直沒有起色，讓我對自己的能力產生懷疑，壓力很大,事業;招財;放鬆;勇氣;自信
希望和家人關係更融洽，不要因為小事吵架影響心情,家庭;情感守護;人際
想靜下來好好思考人生方向，但總是心煩意亂,智慧;事業;冥想;放鬆
我想交男朋友,愛情;桃花;魅力;自信
我想交女朋友,愛情;桃花;魅力;人緣
最近分手了，心情很難過,療癒;愛情;情感守護;安心
哀，今天好不順,抗負能量;開運;放鬆
跟朋友吵架了，不知道怎麼辦,人際;療癒;情感守護
常常覺得很累，提不起勁,健康;熱情;療癒
想變得更受歡迎，增加人氣,人緣;社交;魅力
考試快到了，希望能增強記憶力,專注;智慧;自信
希望能順利升遷,事業;財富;開運
覺得人生好難,療癒;勇氣;抗負能量;放鬆
希望能心想事成,開運;愛情;財富;健康
最近真的太窮了，需要錢,招財;偏財;財富
最近桃花運好像不錯，希望能把握住,愛情;桃花;魅力
月經來了很不舒服，希望能調理一下,健康;療癒;放鬆
想創業，需要貴人幫助,貴人;事業;開運
希望能提升靈性，更了解自己,冥想;靈感;直覺
最近買了新房子，希望能淨化空間,抗負能量;平衡氣場;保平安
想讓自己看起來更有活力,健康;魅力;熱情
如何讓老闆更賞識我？,事業;貴人;智慧
在團隊中常常無法融入,人際;社交;自信
想吸引更多客人來我的店裡,招財;事業;財富
如何化解跟同事的矛盾？,人際;智慧;社交
最近心悸，很不安,安心;沉著;健康
希望能勇敢告白成功,勇氣;愛情;桃花
身為INFJ，常常不小心就把別人的情緒當自己的,抗負能量;保護;人際;穩定情緒
我是ENFP，三分鐘熱度害我什麼都做不久,專注;智慧;熱情
當個INTJ女好難，大家都覺得我很難相處,人際;社交;魅力;自信
INFP談戀愛真的好卑微，總是委屈自己😭,愛情;情感守護;自信;勇氣
被說是標準的ENTJ女強人，其實我也會累,事業;療癒;放鬆;健康
男友是ISFP藝術家性格，完全抓不住他的心,愛情;洞察力;直覺;情感守護
跟一個INFP曖昧中，他情緒好多變，我有點吃不消,愛情;穩定情緒;洞察力;保護
我是INTP，被說太理性不解風情，感覺好挫敗,愛情;魅力;智慧;熱情
朋友送我一顆粉水晶，說可以招桃花，但我還是母胎單身🥲,愛情;桃花;魅力;自信
最近入手了一串黑曜石，希望能擋掉小人和負能量,保護;抗負能量;平衡氣場;安心
戴著紫水晶睡覺一個月了，失眠好像真的有改善😀,睡眠;放鬆;健康;療癒
水逆期間諸事不順，我要把水晶通通戴起來,開運;保護;抗負能量;平衡氣場
家裡擺了好多晶洞，我媽說可以轉運保平安,開運;保平安;平衡氣場;家庭
每天握著水晶冥想，但還是很浮躁😵,冥想;放鬆;沉著;抗焦慮
有沒有推薦的水晶可以讓我脾氣不要那麼暴躁😂,穩定情緒;放鬆;療癒;抗負能量
每天被老闆念，好想離職😭,事業;抗焦慮;療癒;勇氣
羨慕別人都有另一半，我什麼時候才能脫單😢,愛情;桃花;開運;自信
出去玩看到情侶放閃，我也想談戀愛,愛情;桃花;人緣;熱情
月底看存款餘額想哭😢,財富;招財;偏財;療癒
每逢過節總是我在加班，心累,事業;健康;療癒;放鬆
想躺平但又怕未來後悔😩,智慧;勇氣;安心;放鬆
最近超想出去玩，可惜沒錢也沒伴,休閒;財富;人緣;偏財
朋友都有目標和熱情，我卻每天混吃等死,熱情;勇氣;療癒;抗負能量
真的覺得自己一事無成😞,自信;勇氣;抗負能量;療癒
發現同事薪水比我高好多，有點心理不平衡,事業;財富;抗焦慮;智慧
今天出門差點被機車撞，嚇死,保護;保平安;安心;健康
不懂為何我對人這麼好卻總被當備胎,愛情;洞察力;情感守護;勇氣
努力冥想了還是靜不下來😣,冥想;放鬆;抗焦慮;專注
常常懷疑人生的意義😶,智慧;療癒;抗負能量
房價高到買不起，只能繼續租😔,財富;開運;安心
工作餐吃泡麵，好想改善一下財務狀況,財富;招財;事業;健康
每天加班到深夜，健康亮紅燈,事業;健康;放鬆;療癒
最近脾氣超暴躁，不知道是不是水逆,穩定情緒;放鬆;抗負能量;智慧
連續面試被拒好幾次，真的打擊信心,事業;自信;信心;勇氣
感覺自己運氣普通，又沒靠山，好希望有貴人幫我一把,貴人;開運;事業;財富
每天下班都覺得能量被吸乾，想淨化並平衡一下氣場,抗負能量;療癒;平衡氣場;放鬆
看太多負面新聞，滿腦子都是負能量,抗負能量;放鬆;療癒
試著每天冥想，但是腦袋停不下來,冥想;放鬆;專注;沉著
每次遇到緊急狀況我都慌得要命，希望能培養沉著的性格,沉著;勇氣;自信;安心
好羨慕別人對生活充滿熱情，我卻每天提不起勁,熱情;療癒;抗負能量;自信
交往好幾年還沒求婚，對這段感情有點沒信心了,愛情;情感守護;信心;決斷
每天上班都要面對奧客，快修煉出佛心了,沉著;抗負能量;放鬆;智慧
PTT表特版看多了，覺得自己長得好普通😢,自信;魅力;療癒;人緣
最近常常突然心情低落，也說不上為什麼,療癒;抗焦慮;放鬆;穩定情緒
熬夜追劇追到爆肝，白天上班像行屍走肉,睡眠;放鬆;健康;專注
夏天快到了還是瘦不下來，煩躁,健康;魅力;自信;決斷
結婚後長輩一直催生，壓力山大,家庭;安心;勇氣;放鬆
小孩進入叛逆期，我每天都在挫折中成長😮‍💨,家庭;情感守護;沉著;智慧
投資虧錢虧到不敢打開股票App😂,財富;偏財;抗焦慮;智慧
奔三了還單身，覺得自己魅力下降😢,愛情;魅力;自信;桃花
在職場上總是看不透別人的心機，想提升洞察力,洞察力;智慧;保護;人際
畫畫畫到一半就沒靈感，好想突破瓶頸,靈感;熱情;專注;智慧
最好的朋友最近怪怪的，搞不懂他在想什麼，有點受傷,情感守護;人際;洞察力;療癒
超討厭參加陌生人的聚會，每次都想臨陣脫逃,社交;人際;抗焦慮;勇氣
房間裡堆滿雜物，感覺整個氣場很亂,平衡氣場;放鬆;療癒;安心
網路酸民好多，看到都心情不好,抗負能量;放鬆;保護
數羊數到天亮也沒用，我的失眠快治不好了,睡眠;療癒;抗焦慮;放鬆
一個人在外地工作，好想念家裡的溫暖,家庭;情感守護;安心;療癒
每天簽樂透但一次都沒中，是不是該放棄😂,偏財;開運;財富;決斷
以前超愛畫畫，現在拿起筆卻提不起熱情了,熱情;靈感;療癒;勇氣
我的狗狗生病了，心裡好難受😭,情感守護;健康;療癒;安心
朋友都買房買車了，我還存不到頭期款,財富;招財;事業;抗焦慮
一直很想出國旅行，但存款永遠不夠,休閒;熱情;招財;開運
年紀輕輕髮量卻日漸稀少，好怕變禿頭😱,健康;自信;抗焦慮;療癒
前任已經交新對象了，我卻還走不出來😞,療癒;愛情;情感守護;勇氣
分手後一直無法真正斷乾淨，他持續帶給我負能量,愛情;抗負能量;決斷;情感守護
跟從小一起長大的好朋友漸行漸遠，好失落,人際;療癒;情感守護;安心
工作穩定但超無聊，很想辭職追夢又不敢,事業;熱情;勇氣;決斷
家中經濟重擔都在我身上，常覺得喘不過氣,家庭;財富;抗焦慮;療癒
每次都最後一刻趕稿，壓力爆表想改卻改不了,專注;智慧;勇氣;抗焦慮
腦補太多劇情，把自己逼到崩潰,抗焦慮;放鬆;智慧;療癒
辦公桌旁放了盆栽，希望平衡一下辦公室的氣場,平衡氣場;抗負能量;放鬆;開運
職場上如果有貴人提攜就好了，自己單打獨鬥好累,貴人;事業;人際;開運
每次直覺跟理性打架時，我都不知道該聽誰的,直覺;智慧;決斷;沉著
第一次自己住，半夜有點怕怕的,安心;保護;睡眠;放鬆
即將上任新職位，希望能快速掌握工作，並鎮得住場面,事業;自信;決斷;開運
我在感情裡好像有點暈船了，希望能保持理性，看清對方,愛情;情感守護;洞察力;直覺
最近很想一個人去海邊看海，放空一下,放鬆;療癒;休閒;安心
覺得自己很沒用，需要自我肯定,自信;信心;療癒;抗負能量
要跟客戶提案，希望能一舉成功,事業;開運;自信;勇氣
覺得自己有鏡頭恐懼症，想克服它,勇氣;自信;放鬆;抗焦慮
冥想的時候，腦袋一直有聲音是正常的嗎？,冥想;專注;智慧;放鬆
疫情解封後反而不習慣出門了，有點社交恐慌,社交;人際;抗焦慮;放鬆
每天看星座運勢，結果該衰還是衰🤣,開運;抗負能量;放鬆;智慧
